,id,type,x,y,distances
18,8245,A,751.1905,779.869,"[0.0, 0.0010487756734613995, 0.0007574187810659438, 0.0003359707600028017, 0.0011867510320673347, 1.9616328906124636e-05, 0.0003092333559635563, 2.715485664965702, 4.787665376703275]"
19,8248,A,616.06,848.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
20,8250,A,650.02,848.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
21,8252,A,684.1,848.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
22,8254,A,724.9,848.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
23,8256,A,616.06,874.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.23919282687674936]"
24,8258,A,650.02,874.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.23919282687674936]"
25,8260,A,684.1,874.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.23919282687674936]"
26,8262,A,725.02,874.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.24762182601975713]"
27,8264,A,589.33,622.7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
28,8266,A,589.33,530.18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
29,8268,A,630.22,733.31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
30,8270,A,700.3,733.31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
31,8272,A,806.86,733.31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.0]"
32,8274,A,589.33,1194.74,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
33,8276,A,888.55,784.34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
34,8278,A,641.0865,971.701,"[0.0, 0.0007425779234746521, 0.0007689943470978733, 0.0001016261319470857, 0.000347948033819101, 5.366864214551015e-05, 0.00014372105409066194, 2.694962784356184, 4.679703942932946]"
35,8281,A,680.061,971.6275,"[0.0, 0.0005805284244098097, 0.00011650626297665667, 0.0003613358832881275, 0.000797687790879742, 0.00027229625204583385, 2.216186540771048e-05, 2.770087146552723, 4.658700966888063]"
36,8284,A,721.311,971.091,"[0.0, 0.0002643353461246889, 0.0005002283486481574, 0.0007733256204804917, 0.0003599002610306101, 0.00016146957587714894, 0.0010936475806140322, 2.762334568074734, 4.780006647047053]"
37,8287,A,751.191,943.131,"[0.0, 0.0002643353461246889, 0.0005002283486481574, 0.0007733256204804917, 0.0003599002610306101, 0.00016146957587714894, 0.0010936475806140322, 2.749967871258839, 4.8046598266708305]"
38,8290,A,589.33,908.06,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
39,8296,A,589.33,1098.62,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
40,8298,A,804.46,990.29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
41,8300,A,699.7,990.41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
42,8302,A,630.82,990.41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.12780661909018587]"
43,8304,A,808.99,1005.98,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
44,8306,A,808.99,1107.14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45,8308,A,808.99,1208.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
46,8310,A,589.33,790.34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
47,8316,A,490.18,856.67,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.10815416117748544]"
48,8318,A,414.46,856.67,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.10815416117748544]"
49,8320,A,808.99,687.38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00798157808430755]"
50,8322,A,808.99,558.74,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
51,8325,A,808.99,1034.78,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00798157808430755]"
52,8327,A,808.99,1176.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00798157808430755]"
53,8329,A,888.43,429.02,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
54,8331,A,824.53,553.58,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.23919282687674936]"
55,8333,A,824.53,636.38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.22742007073930282]"
56,8335,A,691.87,395.42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57,8337,A,712.33,395.42,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
58,8339,A,712.33,346.82,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
59,8341,A,806.71,347.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
60,8343,A,806.71,399.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
61,8345,A,886.39,877.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11029439172636346, 0.00798157808430755]"
62,8347,A,886.39,1021.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63,8349,A,888.55,1156.34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
64,8355,A,422.26,1094.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.0]"
65,8357,A,461.86,1020.17,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
66,8376,A,740.26,1072.25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.12780661909018587]"
67,8378,A,673.3,1122.29,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
68,8383,A,866.62,1243.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.23919282687674936]"
69,8395,A,498.46,943.01,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.23919282687674936]"
70,8397,A,710.26,850.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
71,8399,A,710.26,887.69,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
72,8417,A,898.06,594.53,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12780661909018587]"
73,8427,A,946.42,768.05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
74,8429,A,727.06,598.37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
75,8431,A,739.18,673.49,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
76,8433,A,673.78,656.69,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
77,8446,A,705.46,1354.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.23919282687674936]"
78,8448,A,756.94,1426.43,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
79,8450,A,961.69,1386.74,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
80,8452,A,986.86,1452.47,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
81,8454,A,1115.26,1452.47,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.0]"
82,8456,A,1054.45,1386.74,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
83,8458,A,1075.54,1452.47,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
84,8460,A,1155.49,1389.14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
85,8462,A,1024.9,1452.47,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.0]"
86,8467,A,1299.37,1413.62,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
87,8469,A,1299.37,1448.18,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
88,8471,A,1381.18,1490.27,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
89,8473,A,1299.37,1482.74,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
90,8475,A,1428.43,1436.78,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
91,8477,A,1447.66,1268.63,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
92,8479,A,1461.82,1454.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.10815416117748544]"
93,8481,A,1488.7,1454.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.10815416117748544]"
94,8498,A,1428.43,1402.22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
95,8500,A,1522.42,1063.13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
96,8502,A,1496.5,1268.63,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
97,8510,A,1691.834,1165.715,"[0.0, 6.1215648172741055e-06, 1.2345209820630032e-05, 2.6986263020667423e-05, 0.00010333629666448019, 2.258502763119452e-05, 3.816433916092876e-05, 2.776833948751599, 4.655216305422016]"
98,8513,A,1700.968,1206.966,"[0.0, 0.0007574494380522268, 7.693765897354155e-05, 0.0006544641908989846, 0.00023702152750360028, 0.0005456315639804643, 0.000925552134859231, 2.72476983173211, 4.719971454683208]"
99,8516,A,1717.7225,1245.805,"[0.0, 0.0013532643910170172, 3.9901602937320035e-05, 0.00010299254573986616, 0.001140962467147233, 0.00028591665875232763, 0.00014565345500727744, 2.7646325854612366, 4.720699414543708]"
100,8519,A,1691.834,1100.885,"[0.0, 6.1215648172741055e-06, 3.879934399897422e-05, 2.6986263020667423e-05, 4.0287696717378196e-05, 5.0525350172136996e-05, 3.816433916092876e-05, 2.769268813848563, 4.664646988758806]"
101,8522,A,1700.968,1059.7535,"[0.0, 0.0007574494380522268, 0.000557772476808438, 0.0006933131333282105, 0.0009839751839866295, 0.0004695246709385259, 2.7475890997052943e-05, 2.8026054247215297, 4.770818764178053]"
102,8525,A,1717.7225,1020.915,"[0.0, 0.0008762063265250752, 0.0003950633800471337, 0.00038729895157452177, 0.000488636030155476, 0.00016461278912593968, 0.0003312131822372777, 2.7226422667699843, 4.6925630662947135]"
103,8528,A,1747.0275,1237.351,"[0.0, 0.0008272156287048027, 3.163466742517329e-05, 0.0003716462615299676, 0.00013597254388297841, 0.00010081697648800514, 5.132834332144398e-05, 2.7614445434239476, 4.767140945861872]"
104,8531,A,1733.3225,1201.413,"[0.0, 0.0006323567719910272, 0.0003632057103857278, 7.053945444734921e-05, 0.0002971937250508816, 0.0001005271125755769, 9.9757853163851e-05, 2.741192828668094, 4.7674015138053445]"
105,8534,A,1725.6655,1163.906,"[0.0, 7.345985928086662e-05, 0.00040880587285396786, 0.0005788083174671499, 2.642256572560342e-05, 0.000679676772085358, 0.0008185585725772881, 2.739181867024688, 4.670479470616163]"
106,8537,A,1725.79,1101.8495,"[0.0, 0.0009367900252623684, 0.0008478192251786254, 0.0003151151942732966, 0.0006302423230533094, 0.00011938699145552789, 0.00044564018145187845, 2.7801134782200654, 4.777996452387182]"
107,8540,A,1734.186,1062.2895,"[0.0, 0.0006664722748781493, 0.0005326381701111771, 0.0006516334536827983, 0.0008748709211952033, 0.00037359193038177807, 3.580910131084636e-05, 2.688723289076121, 4.658229193805486]"
108,8543,A,1749.356,1024.901,"[0.0, 0.00032337222772138574, 0.0003908744695300115, 0.0006013514790597085, 1.6481391667433343e-05, 0.0005904493435213709, 0.0003964277080363843, 2.6839389841694388, 4.690532580461868]"
109,8546,A,1797.929,1011.53,"[0.0, 2.6453716703400687e-05, 8.123505168811107e-05, 0.00034192909180230657, 3.6559960478577125e-05, 0.0005094861454715272, 0.00048356075899747, 2.6728534583216126, 4.699994458968103]"
110,8549,A,1773.9555,1052.694,"[0.0, 0.00011608800253082308, 7.594434634139446e-05, 5.294763316676665e-06, 0.00020830341565769572, 0.00021449659355887718, 7.487926090732344e-06, 2.860261341301775, 4.793714553996395]"
111,8552,A,1794.363,1102.639,"[0.0, 7.870586345770647e-06, 0.000296385174830327, 0.0004235655524427173, 5.467610837861514e-05, 0.0003651357756524476, 0.0005990121488199662, 2.773691265489105, 4.722081162216135]"
112,8555,A,1805.402,1065.41,"[0.0, 3.585511272152786e-05, 4.585334232753979e-05, 0.0005014436256232102, 0.0002413959947187294, 0.0006351504803330243, 0.0007091483761225703, 2.80459586873991, 4.702571268471168]"
113,8558,A,1825.2925,1031.808,"[0.0, 0.0002465979863210954, 0.0002281598830462528, 0.00016379828235546512, 3.9502873484309475e-05, 0.0004935960824443697, 0.00023164575240031127, 2.6670771917576097, 4.692870166461992]"
114,8561,A,1759.885,1163.9255,"[0.0, 0.0004075570841224341, 0.0005766232982358233, 0.00045007197726931736, 0.0008335320629528908, 0.00036503487511119204, 0.0006364978942965394, 2.8034919797244617, 4.647965734657172]"
115,8564,A,1768.928,1201.355,"[0.0, 0.0004961185250524913, 0.0010313817686258275, 0.00038089357863402284, 0.0011273567750018643, 0.0003135763007406922, 0.000210811862416449, 2.690988255181545, 4.662873644192311]"
116,8567,A,1785.4825,1236.2485,"[0.0, 0.0007522006571551998, 0.0006771623357471057, 0.0005189095655930842, 0.0010854932587571753, 0.0007375948355132778, 0.000733848945305482, 2.709625898385273, 4.655687415630281]"
117,8570,A,1805.524,1201.431,"[0.0, 0.0005606284005690298, 0.0003462033180836599, 0.00013185514209546056, 0.0005813175428261985, 0.0007218164748490352, 0.00018647133022042794, 2.6943501833956915, 4.640912803594242]"
118,8573,A,1825.4165,1235.0335,"[0.0, 0.0003227162539967132, 0.0007988704683379311, 0.000648729552633398, 0.0009551945317980426, 0.000615346817195217, 0.00091744213164624, 2.726552860642667, 4.671610229783417]"
119,8576,A,1794.3635,1164.082,"[0.0, 0.0001510662831174514, 0.00015519936723862315, 0.000523863170164951, 0.00013597254388297841, 0.0003577584742746609, 0.0007408544000746531, 2.655401690476565, 4.688584066124804]"
120,8579,A,1760.636,1098.325,"[0.0, 5.881142518227023e-05, 1.906887414016012e-05, 0.0004492179179811373, 0.00024800945866587654, 6.612540312822546e-05, 0.0006352900720685284, 2.761606606987791, 4.742400483606827]"
121,8585,A,1854.158,1185.2525,"[0.0, 0.0005728745485895637, 0.00012025700106566006, 0.00014022408587077706, 0.0002990250602294964, 0.00022380975716274065, 0.00019830680401078382, 2.753347981008462, 4.708606269163514]"
122,8588,A,1862.8885,1210.6265,"[0.0, 5.334561559999784e-05, 0.0004256687372761192, 0.00032587492586699796, 7.115734664342455e-05, 0.0005572725681588508, 0.0004608567397994534, 2.731084751189157, 4.728842535525322]"
123,8591,A,1841.153,1161.7845,"[0.0, 0.0009411643616865639, 0.0005303231751838666, 0.0004241086305976083, 0.001140439170847607, 8.463511656309208e-05, 0.0005997801773105493, 2.734029635562968, 4.663507090915827]"
124,8594,A,1841.153,1105.6555,"[0.0, 0.00011521934313440951, 0.0003102938123031862, 0.0004241086305976083, 0.0002713588648228793, 0.00044629813848295896, 0.0005997801773105493, 2.83489957957004, 4.7773503086694316]"
125,8597,A,1854.158,1082.0675,"[0.0, 0.00015938465314091488, 0.00012047425708505699, 0.0007248249837115139, 0.0006812604755115359, 0.0006980692644589226, 0.0006116319991740227, 2.7417324183321004, 4.715847449209559]"
126,8600,A,1862.8885,1056.6935,"[0.0, 0.001021434921140596, 0.00042361421529868437, 0.00032587492586699796, 0.00047346174698414956, 0.00033579975875852597, 0.0004608567397994534, 2.70221208185968, 4.732191411129234]"
127,8603,A,1823.14,1159.49,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
128,8605,A,1823.14,1111.37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
129,8612,A,1908.91,1257.02,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
130,8614,A,1904.5,1491.59,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
131,8616,A,1895.02,1358.33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06573413349278345, 0.12780661909018587]"
132,8618,A,2048.98,1364.39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
133,8620,A,1974.97,1397.9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.23919282687674936]"
134,8622,A,1974.97,1473.86,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.22742007073930282]"
135,8624,A,2071.27,1295.66,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00798157808430755]"
136,8626,A,1761.58,1285.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
137,8628,A,1862.02,1285.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.12780661909018587]"
138,8630,A,1170.7,614.03,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
139,8632,A,1548.34,939.95,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.11960741489920679]"
140,8634,A,1548.34,776.33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
141,8636,A,1235.5,614.03,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.0]"
142,8638,A,925.18,543.35,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
143,8640,A,1037.89,484.34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.23919282687674936]"
144,8642,A,1109.26,454.85,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
145,8644,A,1140.37,500.06,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
146,8646,A,1140.37,421.34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
147,8650,A,1288.27,467.54,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
148,8653,A,1304.38,540.11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
149,8656,A,1382.02,469.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.23919282687674936]"
150,8664,A,1288.03,520.94,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
151,8666,A,1288.03,403.58,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12780661909018587]"
152,8668,A,1300.21,399.14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
153,8670,A,1300.21,487.58,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.11960741489920679]"
154,8672,A,1444.03,520.94,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
155,8674,A,1444.03,409.7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
156,8676,A,1176.46,1491.35,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.011150560117535235]"
157,8678,A,1277.98,1491.35,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10955760423820893, 0.0]"
158,8680,A,1286.23,1433.66,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
159,8683,A,1428.43,1471.34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
160,8685,A,1299.37,1377.74,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.10815416117748544]"
161,8687,A,1906.63,1074.74,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00798157808430755]"
162,8689,A,1906.63,1193.06,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00798157808430755]"
163,8693,A,1793.65,1436.66,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.22742007073930282]"
164,8695,A,1793.65,1384.34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15739674223210365, 0.22742007073930282]"
165,8697,A,1211.38,382.25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.23919282687674936]"
166,8699,A,1286.23,1475.3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12780661909018587]"
167,8701,A,1286.23,1444.1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12780661909018587]"
168,8704,A,1492.9,1063.13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06573413349278345, 0.12780661909018587]"
169,8707,A,1463.26,1063.13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
170,8710,A,1433.62,1063.13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
171,8714,A,620.74,1283.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04614657558946256, 0.11960741489920679]"
172,8719,A,1288.03,420.86,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11960741489920679]"
173,8721,A,1289.23,487.34,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
